lastname,firstname,department,institution,course1,username,email,city,country,password
213,,,EDUCANDÁRIO JOÃO XXIII,,213338,213338@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213339,213339@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213340,213340@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213341,213341@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213342,213342@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213343,213343@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213344,213344@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213345,213345@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213346,213346@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213347,213347@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213348,213348@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213349,213349@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213350,213350@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213351,213351@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213352,213352@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213353,213353@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213354,213354@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213355,213355@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213356,213356@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213357,213357@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213358,213358@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213359,213359@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213360,213360@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213361,213361@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213362,213362@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213363,213363@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213364,213364@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213365,213365@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213366,213366@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213367,213367@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213368,213368@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213369,213369@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213370,213370@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213371,213371@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213372,213372@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213373,213373@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213374,213374@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213375,213375@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213376,213376@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213377,213377@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213378,213378@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213379,213379@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213380,213380@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213381,213381@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213382,213382@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213383,213383@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213384,213384@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213385,213385@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213386,213386@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213387,213387@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213388,213388@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213389,213389@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213390,213390@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213391,213391@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213392,213392@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213393,213393@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213394,213394@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213395,213395@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213396,213396@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213397,213397@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213398,213398@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213399,213399@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213400,213400@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213401,213401@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213402,213402@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213403,213403@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213404,213404@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213405,213405@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213406,213406@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213407,213407@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213408,213408@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213409,213409@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213410,213410@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213411,213411@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213412,213412@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213413,213413@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213414,213414@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213415,213415@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213416,213416@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213417,213417@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213418,213418@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213419,213419@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213420,213420@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213421,213421@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213422,213422@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213423,213423@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213424,213424@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213425,213425@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213426,213426@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213427,213427@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213428,213428@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213429,213429@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213430,213430@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213431,213431@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213432,213432@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213433,213433@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213434,213434@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213435,213435@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213436,213436@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213437,213437@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213438,213438@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213439,213439@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213440,213440@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213441,213441@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213442,213442@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213443,213443@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213444,213444@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213445,213445@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213446,213446@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213447,213447@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213448,213448@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213449,213449@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213450,213450@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213451,213451@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213452,213452@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213453,213453@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213454,213454@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213455,213455@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213456,213456@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213457,213457@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213458,213458@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213459,213459@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213460,213460@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213461,213461@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213462,213462@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213463,213463@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213464,213464@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213465,213465@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213466,213466@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213467,213467@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213468,213468@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213469,213469@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213470,213470@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213471,213471@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213472,213472@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213473,213473@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213474,213474@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213475,213475@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213476,213476@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213477,213477@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213478,213478@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213479,213479@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213480,213480@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213481,213481@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213482,213482@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213483,213483@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213484,213484@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213485,213485@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213486,213486@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213487,213487@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213488,213488@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213489,213489@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213490,213490@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213491,213491@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213492,213492@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213493,213493@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213494,213494@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213495,213495@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213496,213496@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213497,213497@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213498,213498@gmail.com,,,
